countrycode,countryname,indicator_id,year,type,metadata,indicator_label_en,value,magnitude,qualifier,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,cmu,_merge
UGA,Uganda,ADMI.ENDOFPRIM.MAT,2018,Source:Data sources,National Assessment of Progress in Education (NAPE) (2014); National Assessment of Progress in Education (NAPE) (2015); National Assessment of Progress in Education (NAPE) (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.MAT,2019,Source:Data sources,National Assessment of Progress in Education (NAPE) (2015); National Assessment of Progress in Education (NAPE) (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.READ,2021,Source:Data sources,National Assessment of Progress in Education (NAPE) (2018); National Assessment of Progress in Education (NAPE) (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.MAT,2014,Source:Data sources,National Assessment of Progress in Education (NAPE) (2010); National Assessment of Progress in Education (NAPE) (2011); National Assessment of Progress in Education (NAPE) (2012); National Assessment of Progress in Education (NAPE) (2013); National Assessment of Progress in Education (NAPE) (2014); Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,National Assessment of Progress in Education (NAPE) (2018); National Assessment of Progress in Education (NAPE) (2021), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UGA,Uganda,ADMI.ENDOFPRIM.READ,2016,Source:Data sources,National Assessment of Progress in Education (NAPE) (2012); National Assessment of Progress in Education (NAPE) (2013); National Assessment of Progress in Education (NAPE) (2014); National Assessment of Progress in Education (NAPE) (2015); Southern and Eastern Africa Consortium for Monitoring Educational Quality (SACMEQ) IV (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,SSF,Sub-Saharan Africa,SSA,Sub-Saharan Africa (excluding high income),LIC,Low income,IDX,IDA,AFCE2,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.MAT,2022,Source:Data sources,National Assessment (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.READ,2017,Source:Data sources,National Assessment (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.READ,2014,Source:Data sources,National Assessment (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.MAT,2019,Source:Data sources,National Assessment (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.READ,2015,Source:Data sources,National Assessment (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.MAT,2020,Source:Data sources,National Assessment (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.MAT,2015,Source:Data sources,National Assessment (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.READ,2022,Source:Data sources,National Assessment (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.MAT,2016,Source:Data sources,National Assessment (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.READ,2019,Source:Data sources,National Assessment (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,National Assessment (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.MAT,2017,Source:Data sources,National Assessment (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.MAT,2018,Source:Data sources,National Assessment (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.READ,2018,Source:Data sources,National Assessment (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.READ,2021,Source:Data sources,National Assessment (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.READ,2016,Source:Data sources,National Assessment (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.READ,2020,Source:Data sources,National Assessment (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
UKR,Ukraine,ADMI.ENDOFPRIM.MAT,2014,Source:Data sources,National Assessment (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),LMC,Lower middle income,IBD,IBRD,ECCEE,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.MAT,2017,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment of Learning (ENA) (2013); National Learning Assessment Aristas (2017), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.READ,2018,Source:Data sources,National Learning Assessment Aristas (2017), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.MAT,2016,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment of Learning (ENA) (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.READ,2019,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Learning Assessment Aristas (2017), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.MAT,2015,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment of Learning (ENA) (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.READ,2017,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment of Learning (ENA) (2013); National Learning Assessment Aristas (2017), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.MAT,2014,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment of Learning (ENA) (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Learning Assessment Aristas (2017); National Learning Assessment Aristas (2020), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.READ,2016,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment of Learning (ENA) (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.READ,2020,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Learning Assessment Aristas (2017); National Learning Assessment Aristas (2020), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.MAT,2022,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Learning Assessment Aristas (2020), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.MAT,2019,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Learning Assessment Aristas (2017), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.READ,2015,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Assessment of Learning (ENA) (2013), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.MAT,2018,Source:Data sources,National Learning Assessment Aristas (2017), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.READ,2021,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Learning Assessment Aristas (2017); National Learning Assessment Aristas (2020), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.MAT,2020,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Learning Assessment Aristas (2017); National Learning Assessment Aristas (2020), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
URY,Uruguay,ADMI.ENDOFPRIM.READ,2022,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); National Learning Assessment Aristas (2020), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,,,HIC,High income,IBD,IBRD,LCC7C,Matched (3)
